,Track Name,Artist,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,is_key_0,is_key_1,is_key_2,is_key_3,is_key_4,is_key_5,is_key_6,is_key_7,is_key_8,is_key_9,is_key_10,is_key_11
3323,Don't Hold Me,Sandro Cavazza,0.479,0.397,170674,0.41700000000000004,0.0263,0.102,-11.015,0,0.0499,99.74600000000001,3,0.121,1,0,0,0,0,0,0,0,0,0,0,0
3324,Million Reasons - Andrelli Remix,Lady Gaga,0.318,0.5479999999999999,244899,0.82,0.0,0.312,-3.628,1,0.0528,140.065,4,0.445,1,0,0,0,0,0,0,0,0,0,0,0
3325,Careful,Beatrice Eli,0.139,0.789,244800,0.539,4.71e-05,0.0757,-8.179,0,0.0383,126.005,4,0.33799999999999997,0,0,0,0,0,0,0,0,0,0,1,0
3326,1 Night,Mura Masa,0.294,0.865,207827,0.586,6.64e-06,0.0753,-6.142,1,0.0516,113.03399999999999,4,0.5820000000000001,0,0,0,0,0,0,0,0,1,0,0,0
3327,Två mörka ögon,Sven-Ingvars,0.228,0.574,178707,0.899,3.7000000000000006e-06,0.135,-3.741,1,0.0311,171.847,4,0.96,0,0,0,0,0,0,0,0,1,0,0,0
3328,Byns enda blondin,Sven-Ingvars,0.209,0.654,285600,0.642,0.0,0.299,-7.064,1,0.0293,98.01299999999999,4,0.512,0,0,0,0,0,1,0,0,0,0,0,0
3329,Torparrock,Sven-Ingvars,0.0714,0.645,266533,0.7120000000000001,0.0,0.562,-10.689,1,0.0335,125.00399999999999,4,0.946,0,0,1,0,0,0,0,0,0,0,0,0
3330,Sommar och sol,Sven-Ingvars,0.614,0.726,138427,0.669,0.0,0.20199999999999999,-10.841,1,0.038,124.76799999999999,4,0.904,0,0,0,0,0,0,0,0,0,1,0,0
3331,Jag ringer på fredag,Sven-Ingvars,0.358,0.7,213400,0.8190000000000001,0.0,0.17,-7.419,1,0.0377,128.974,4,0.8859999999999999,0,0,0,0,0,0,0,0,0,0,0,1
3332,Anita,Sven-Ingvars,0.8390000000000001,0.541,235293,0.337,0.0,0.0881,-13.812000000000001,1,0.0357,155.444,4,0.831,0,0,0,0,0,0,1,0,0,0,0,0
3333,Min gitarr,Sven-Ingvars,0.447,0.561,171493,0.7929999999999999,0.0,0.33799999999999997,-6.959,1,0.0349,180.625,4,0.878,1,0,0,0,0,0,0,0,0,0,0,0
3334,Cold - Hot Shade & Mike Perry Remix,Maroon 5,0.303,0.616,224462,0.731,0.0,0.39799999999999996,-4.269,1,0.0792,99.925,4,0.491,1,0,0,0,0,0,0,0,0,0,0,0
3335,For The Love,Hearts & Colors,0.203,0.614,220629,0.589,0.0,0.114,-8.043,0,0.0354,107.959,4,0.366,0,0,0,0,0,0,1,0,0,0,0,0
3336,Lola,Hot Ice,0.0362,0.637,207284,0.8240000000000001,0.0,0.126,-4.23,1,0.152,168.011,4,0.821,1,0,0,0,0,0,0,0,0,0,0,0
3337,Somebody,Oliver Ingrosso,0.32299999999999995,0.535,201253,0.866,0.0,0.235,-3.911,0,0.0932,124.962,4,0.616,0,0,0,0,0,0,0,0,0,1,0,0
3338,Love Me Like That,State of Sound,0.024,0.637,203920,0.7609999999999999,0.00199,0.158,-4.712,1,0.0294,111.978,4,0.289,0,0,1,0,0,0,0,0,0,0,0,0
3339,Intima,Emil Assergård,0.251,0.5720000000000001,173933,0.628,0.0,0.0886,-5.47,1,0.0419,89.927,4,0.698,0,0,0,0,1,0,0,0,0,0,0,0
3340,Vad du vill (feat. Jireel & Lamix),Dj Black Moose,0.00455,0.682,230538,0.598,0.0,0.0876,-8.136000000000001,1,0.10800000000000001,100.006,4,0.308,0,0,1,0,0,0,0,0,0,0,0,0
3341,All I Need - Acoustic Version,Joakim Lundell,0.8490000000000001,0.53,194210,0.431,4.23e-05,0.0912,-8.927999999999999,1,0.0419,126.177,5,0.327,0,1,0,0,0,0,0,0,0,0,0,0
3342,Paradise,The Rasmus,0.0119,0.639,209972,0.565,0.0,0.28800000000000003,-9.568999999999999,1,0.0249,93.016,4,0.452,0,1,0,0,0,0,0,0,0,0,0,0
3343,Amerika,1987,0.0707,0.6729999999999999,195890,0.8170000000000001,0.0018,0.083,-5.318,0,0.0417,124.04299999999999,4,0.502,0,0,0,0,0,0,0,0,0,0,0,1
3344,Do You Love Me,Jay Sean,0.2,0.434,186295,0.847,0.0,0.136,-3.822,1,0.11800000000000001,103.213,4,0.7190000000000001,0,1,0,0,0,0,0,0,0,0,0,0
3345,Only You,Selena Gomez,0.638,0.298,184080,0.49200000000000005,1.4300000000000002e-05,0.11599999999999999,-9.936,1,0.0288,96.869,4,0.184,0,0,0,0,0,0,0,0,0,1,0,0
3346,Gold,Erik Lundin,0.18600000000000003,0.61,154108,0.63,0.000117,0.0704,-7.965,0,0.322,128.428,4,0.42,0,0,0,0,0,0,0,0,0,0,0,1
3347,We Are Stars,Callum Beattie,0.0511,0.49,178350,0.634,0.0,0.171,-4.535,0,0.0335,128.017,4,0.39299999999999996,0,0,0,0,0,0,0,0,1,0,0,0
3348,How Am I Supposed to Live Without You,Michael Bolton,0.191,0.541,255667,0.44,0.0,0.114,-12.206,1,0.031,140.273,4,0.23199999999999998,0,0,0,0,0,0,0,0,0,0,1,0
3349,Walk Away,LVNDSCAPE,0.265,0.677,185613,0.778,0.0,0.247,-5.19,0,0.0291,97.97,4,0.34299999999999997,0,0,0,0,0,0,1,0,0,0,0,0
3350,Galway Girl - Martin Jensen Remix,Ed Sheeran,0.0245,0.726,196044,0.748,0.0,0.141,-4.5760000000000005,1,0.0438,100.055,4,0.731,0,0,0,0,0,0,0,0,0,1,0,0
3351,Echo,Madden,0.0722,0.618,214084,0.701,0.0,0.0557,-4.363,1,0.0522,125.06,4,0.716,0,0,0,0,0,0,0,0,1,0,0,0
3352,Old Man,Andrelli,0.401,0.603,220500,0.67,8.15e-06,0.0822,-7.843999999999999,0,0.0369,95.01899999999999,4,0.385,0,0,0,0,0,0,0,1,0,0,0,0
3353,Tik Tok,Kongsted,0.0018,0.7979999999999999,190093,0.831,1.39e-06,0.0797,-4.285,0,0.0735,108.06299999999999,4,0.648,0,0,0,0,0,0,0,0,0,0,1,0
3354,Passport Home,JP Cooper,0.0228,0.612,180813,0.47700000000000004,0.0,0.11599999999999999,-6.818,1,0.0269,86.03399999999999,4,0.304,0,0,0,0,0,1,0,0,0,0,0,0
3355,Byte,Martin Garrix,0.0006360000000000001,0.597,285089,0.9309999999999999,0.821,0.0593,-4.026,0,0.0329,128.031,4,0.267,0,0,0,0,0,0,0,1,0,0,0,0
3356,Symphony (feat. Zara Larsson) - Acoustic Version,Clean Bandit,0.833,0.527,216413,0.322,0.0,0.0962,-7.146,1,0.0484,82.631,5,0.344,0,0,0,1,0,0,0,0,0,0,0,0
3357,Swedish Fika,Go Royal,0.0976,0.9179999999999999,206000,0.39399999999999996,0.0,0.138,-13.777999999999999,0,0.161,119.99799999999999,4,0.7829999999999999,0,0,0,0,0,0,0,0,0,0,0,1
3358,Stockholm i mitt hjärta - Petters Version,Petter,0.0718,0.659,191440,0.705,0.00469,0.364,-6.7410000000000005,0,0.043,92.999,4,0.314,0,0,0,0,0,0,1,0,0,0,0,0
3359,Sakta vi gå genom stan,Monica Zetterlund,0.802,0.5579999999999999,201200,0.336,0.0,0.10400000000000001,-8.554,0,0.0435,107.88600000000001,5,0.231,0,0,0,0,0,0,0,0,0,1,0,0
3360,Psalm för skolgårdar,Oskar Linnros,0.73,0.47600000000000003,175880,0.366,0.017,0.369,-11.647,1,0.0414,100.008,4,0.218,0,0,0,0,0,0,0,0,0,0,0,1
3361,With You,Otto Knows,0.0189,0.606,186000,0.764,2.47e-05,0.0955,-5.94,0,0.0312,150.034,4,0.691,0,0,0,0,1,0,0,0,0,0,0,0
3362,Never on the Day You Leave,John Mayer,0.73,0.535,220867,0.354,1.24e-05,0.138,-8.61,1,0.026000000000000002,139.889,4,0.22,0,0,1,0,0,0,0,0,0,0,0,0
3363,Take Me Home,Jess Glynne,0.292,0.5579999999999999,265382,0.451,0.0,0.10099999999999999,-6.162999999999999,1,0.0388,150.00799999999998,4,0.23800000000000002,0,0,0,0,0,0,0,0,0,1,0,0
3364,Stay Together,Noah Cyrus,0.174,0.659,192732,0.589,0.0,0.095,-4.004,1,0.0541,72.015,4,0.33899999999999997,0,0,0,0,0,0,0,0,1,0,0,0
3365,Ace Of Hearts,Mavrick,0.114,0.526,241827,0.603,5.6899999999999994e-05,0.113,-8.084,1,0.096,141.92700000000002,4,0.344,0,0,0,0,0,0,0,1,0,0,0,0
3366,Heartbeat,Christopher,0.37,0.629,200373,0.529,1.61e-06,0.154,-7.657,1,0.0421,128.082,4,0.198,0,0,0,1,0,0,0,0,0,0,0,0
3367,Girls Just Wanna Have Fun - Acoustic,The Mayries,0.74,0.43799999999999994,172993,0.35600000000000004,0.0,0.146,-11.448,0,0.0388,186.267,4,0.35600000000000004,0,0,0,0,0,0,0,0,1,0,0,0
3368,The Wind,Kevin Walker,0.0881,0.467,232301,0.561,0.00018899999999999999,0.0779,-6.849,1,0.0262,145.91,4,0.292,0,1,0,0,0,0,0,0,0,0,0,0
3369,Känn ingen sorg för mig Göteborg,Håkan Hellström,0.000605,0.242,228893,0.8240000000000001,1.4000000000000001e-05,0.28600000000000003,-4.151,1,0.0481,119.036,4,0.503,1,0,0,0,0,0,0,0,0,0,0,0
3370,Fy Faen,Hkeem,0.226,0.502,201907,0.693,0.0,0.0774,-5.772,0,0.254,103.054,4,0.387,0,0,0,0,0,0,0,1,0,0,0,0
3371,Aloha,Møme,0.21100000000000002,0.638,218480,0.629,0.000653,0.16399999999999998,-7.4910000000000005,0,0.0834,99.973,4,0.337,0,0,0,0,0,0,0,0,0,0,1,0
3372,Gift,Hov1,0.155,0.541,192591,0.871,0.0,0.024,-5.99,0,0.341,139.92,4,0.573,0,0,0,0,0,0,0,0,1,0,0,0
3373,Body to Body,Mike Perry,0.0119,0.537,178634,0.7490000000000001,0.0,0.154,-4.725,1,0.109,100.088,4,0.299,0,0,0,0,0,0,0,0,1,0,0,0
3374,Tagga,Jireel,0.0195,0.728,193846,0.741,0.0,0.341,-8.003,0,0.0681,130.09799999999998,4,0.28600000000000003,0,0,0,0,0,0,0,0,0,0,0,1
3375,16,Södra Station,0.131,0.727,187331,0.688,0.0,0.306,-6.05,1,0.0316,122.98299999999999,4,0.43799999999999994,0,0,0,0,1,0,0,0,0,0,0,0
3376,Question,Alex Aiono,0.0869,0.7070000000000001,225081,0.743,0.0,0.0702,-4.672,1,0.0427,100.044,4,0.57,0,0,0,0,0,0,0,0,0,0,1,0
3377,Oh Oh,Shout Out Louds,0.079,0.5660000000000001,213542,0.8059999999999999,0.0501,0.105,-7.0520000000000005,1,0.0287,122.93700000000001,4,0.433,0,0,1,0,0,0,0,0,0,0,0,0
3378,Gone Love,BACALL,0.0103,0.768,191706,0.787,1.7899999999999998e-05,0.20199999999999999,-4.9719999999999995,1,0.0368,115.992,4,0.6409999999999999,0,0,0,0,0,0,1,0,0,0,0,0
3379,Som om världen var vår,Mack Beats,0.368,0.5720000000000001,234810,0.7020000000000001,0.0,0.0798,-6.892,0,0.0947,139.819,4,0.39399999999999996,0,0,0,0,0,0,1,0,0,0,0,0
3380,Thunderstruck,AC/DC,0.000147,0.501,292880,0.889,0.0114,0.217,-5.175,1,0.0364,133.519,4,0.257,0,0,0,0,1,0,0,0,0,0,0,0
3381,Light My Body Up (feat. Nicki Minaj & Lil Wayne) - Tujamo Remix,David Guetta,0.00761,0.764,214154,0.909,7.38e-06,0.22899999999999998,-4.353,0,0.23399999999999999,129.967,4,0.623,0,0,0,0,0,0,1,0,0,0,0,0
3382,Beautiful Ones,Hurts,0.013999999999999999,0.5710000000000001,182707,0.889,0.0,0.0905,-3.2689999999999997,1,0.047,98.023,4,0.675,0,0,0,0,0,1,0,0,0,0,0,0
3383,The Other Side (Alessia Cara Version),Alessia Cara,0.278,0.433,199285,0.573,0.0,0.10300000000000001,-6.041,0,0.156,150.005,4,0.312,0,1,0,0,0,0,0,0,0,0,0,0
3384,Från och med Du,Oskar Linnros,0.0181,0.5920000000000001,193360,0.795,0.0104,0.087,-6.752999999999999,1,0.0574,143.02100000000002,4,0.424,0,0,0,0,0,1,0,0,0,0,0,0
3385,Rather Be (feat. Jess Glynne),Clean Bandit,0.162,0.799,227833,0.586,2.03e-06,0.193,-6.735,1,0.0377,120.97,4,0.5489999999999999,0,0,0,0,0,0,0,0,0,0,0,1
3386,Ghost,Ella Henderson,0.0457,0.68,213213,0.84,8.38e-06,0.14300000000000002,-3.823,1,0.0415,104.985,4,0.46799999999999997,0,0,0,0,0,0,0,0,0,1,0,0
3387,En annan väg hem,Ansiktet,0.0887,0.603,207827,0.609,1.01e-05,0.153,-6.05,0,0.13699999999999998,108.149,4,0.628,0,0,0,0,0,0,0,0,0,0,1,0
3388,Pompeii,Bastille,0.078,0.6809999999999999,214148,0.715,0.0,0.275,-6.318,1,0.0388,127.429,4,0.593,0,0,0,0,0,0,0,0,0,1,0,0
3389,Hur Kan Du Säga Saker,Hov1,0.193,0.575,195116,0.8109999999999999,0.0,0.308,-6.7589999999999995,1,0.451,93.49600000000001,3,0.795,0,0,0,0,0,0,1,0,0,0,0,0
3390,Mandy Moore,Hov1,0.0106,0.779,209710,0.596,0.0,0.0774,-7.194,0,0.193,115.006,4,0.5589999999999999,0,0,0,0,0,0,1,0,0,0,0,0
3391,Hov1,Hov1,0.0587,0.855,206072,0.736,0.0,0.355,-6.332000000000001,0,0.0627,120.00200000000001,4,0.725,0,0,0,0,0,0,1,0,0,0,0,0
3392,Damn,Hov1,0.174,0.774,279503,0.6409999999999999,0.0,0.1,-6.75,1,0.0866,95.01899999999999,4,0.7020000000000001,1,0,0,0,0,0,0,0,0,0,0,0
3393,Sex,Hov1,0.575,0.695,189217,0.629,0.0,0.152,-8.161,0,0.0753,104.986,4,0.405,0,1,0,0,0,0,0,0,0,0,0,0
3394,Channel Orange,Hov1,0.0382,0.805,227814,0.695,0.0,0.14300000000000002,-6.577999999999999,0,0.0767,119.985,4,0.599,0,0,0,0,0,0,1,0,0,0,0,0
3395,Tårarna i halsen,Tjuvjakt,0.45799999999999996,0.7759999999999999,255133,0.541,0.0,0.0732,-5.492999999999999,1,0.18600000000000003,79.984,4,0.6920000000000001,1,0,0,0,0,0,0,0,0,0,0,0
3396,Runaway Bride,Hov1,0.154,0.667,143529,0.48200000000000004,0.0,0.599,-5.711,1,0.0709,150.316,3,0.42200000000000004,1,0,0,0,0,0,0,0,0,0,0,0
3397,Say My Name,Tove Styrke,0.0747,0.7170000000000001,203251,0.452,0.0,0.0768,-9.711,1,0.127,164.032,4,0.508,0,0,1,0,0,0,0,0,0,0,0,0
3398,Tittar på dej när du dansar,Per Gessle,0.11599999999999999,0.617,223720,0.848,0.0,0.14800000000000002,-4.83,1,0.0293,122.052,4,0.898,0,0,0,0,0,0,0,1,0,0,0,0
3399,Pop Bitches,Rebecca & Fiona,0.000597,0.629,189308,0.782,5.41e-05,0.353,-6.267,0,0.0666,169.997,4,0.46799999999999997,0,0,0,0,0,0,0,0,0,0,1,0
3400,Another Life,Afrojack,0.179,0.419,208689,0.7609999999999999,0.0,0.461,-3.133,0,0.0569,144.815,4,0.49200000000000005,0,0,0,0,0,0,0,1,0,0,0,0
3401,BOOM,Tiësto,0.000633,0.78,154146,0.887,0.745,0.272,-3.3510000000000004,1,0.0582,122.995,4,0.126,0,0,1,0,0,0,0,0,0,0,0,0
3402,Torches,X Ambassadors,0.00456,0.511,207373,0.593,0.0,0.172,-5.937,1,0.0403,63.31399999999999,4,0.429,0,1,0,0,0,0,0,0,0,0,0,0
3403,Håå Vee,HV71,0.278,0.499,245387,0.6970000000000001,0.0,0.0981,-7.001,1,0.0428,128.079,4,0.885,0,0,1,0,0,0,0,0,0,0,0,0
3404,Vente Pa' Ca,Ricky Martin,0.0043100000000000005,0.6629999999999999,259196,0.92,1.6899999999999997e-05,0.10099999999999999,-4.07,0,0.226,99.935,4,0.5329999999999999,0,0,0,0,0,0,0,0,0,0,0,1
3405,Säg nåt som får mig att stanna,Norlie & KKV,0.248,0.665,203120,0.774,0.0,0.0991,-5.436,1,0.0942,97.054,4,0.405,0,0,0,0,0,0,0,0,1,0,0,0
3406,Don't Tell Ma,Peg Parnevik,0.0323,0.647,180160,0.804,0.0,0.195,-5.815,1,0.0658,97.01799999999999,4,0.55,1,0,0,0,0,0,0,0,0,0,0,0
3407,Torka dina tårar,Stor,0.005220000000000001,0.552,192787,0.73,0.0,0.222,-7.237,1,0.154,122.135,4,0.578,1,0,0,0,0,0,0,0,0,0,0,0
3408,Do You Think About Me,Benjamin Ingrosso,0.11199999999999999,0.8340000000000001,192320,0.537,0.000106,0.20600000000000002,-7.08,0,0.0457,121.988,4,0.888,0,0,0,1,0,0,0,0,0,0,0,0
3409,Still - Charming Horses Remix,Seinabo Sey,0.0862,0.731,180571,0.7959999999999999,5.01e-05,0.136,-4.096,0,0.0684,105.022,4,0.552,0,0,0,0,0,0,0,1,0,0,0,0
3410,Wild Child,Henrik Berggren,0.000734,0.513,235893,0.865,2e-06,0.0724,-4.422,0,0.0485,110.99,4,0.69,0,0,0,0,0,0,0,0,1,0,0,0
3411,So So Good,FO&O,0.142,0.7120000000000001,133573,0.8490000000000001,0.0,0.147,-5.6160000000000005,0,0.201,123.042,3,0.721,0,0,0,0,1,0,0,0,0,0,0,0
3412,Burn,LIAMOO,0.00598,0.597,171919,0.7340000000000001,0.0,0.18600000000000003,-6.162999999999999,1,0.147,102.037,4,0.461,0,0,0,0,0,0,0,0,0,1,0,0
3413,Hold on to Your Dreams,Henrik Berggren,0.000617,0.34600000000000003,207080,0.976,0.0,0.271,-4.163,0,0.0998,133.817,4,0.401,0,0,0,0,0,0,0,0,1,0,0,0
3414,Young For Good,Elin Bergman,0.0338,0.72,191133,0.693,0.0,0.262,-3.609,1,0.244,100.053,4,0.5579999999999999,0,0,0,0,0,0,0,0,1,0,0,0
3415,All Falls Down,Paul Rey,0.381,0.599,195356,0.544,0.0,0.129,-7.62,1,0.0725,124.74600000000001,4,0.184,0,0,0,1,0,0,0,0,0,0,0,0
3416,"Run, Andy, Run",Henrik Berggren,0.00771,0.374,343587,0.9159999999999999,3.77e-06,0.125,-3.826,1,0.06,117.083,4,0.35,0,0,0,0,0,0,0,1,0,0,0,0
3417,Wolf's Heart,Henrik Berggren,0.00044,0.207,185493,0.86,2.2899999999999998e-05,0.0954,-4.878,0,0.0609,184.511,4,0.22899999999999998,0,0,0,0,0,0,0,0,1,0,0,0
3418,Parties,Henrik Berggren,0.24,0.337,202533,0.723,0.0,0.15,-5.973,1,0.0358,179.93400000000003,3,0.473,0,0,1,0,0,0,0,0,0,0,0,0
3419,Sober,LYSA,0.007940000000000001,0.7809999999999999,200560,0.6409999999999999,0.0,0.0577,-7.442,0,0.136,102.913,4,0.419,0,0,0,0,0,0,0,0,0,1,0,0
3420,SHE,Isac Elliot,0.0672,0.778,213333,0.557,0.0,0.0898,-7.33,0,0.0943,117.03,3,0.51,0,0,0,0,0,0,1,0,0,0,0,0
3421,Inferno,Hechmann,0.33399999999999996,0.6779999999999999,245772,0.677,0.0,0.0909,-6.676,1,0.0413,100.05,4,0.342,0,1,0,0,0,0,0,0,0,0,0,0
3422,Heaven's On Fire,KISS,0.0037600000000000003,0.679,201400,0.866,3.1e-05,0.312,-6.053,1,0.0634,124.325,4,0.785,1,0,0,0,0,0,0,0,0,0,0,0
3423,Don't Come Easy,Isaiah,0.26,0.32899999999999996,185237,0.631,0.0,0.26899999999999996,-4.343,1,0.0486,155.856,4,0.544,0,0,1,0,0,0,0,0,0,0,0,0
3424,Mad For It,TooManyLeftHands,0.0546,0.7020000000000001,208587,0.862,4.47e-05,0.0995,-3.9410000000000003,0,0.0333,108.006,4,0.711,0,1,0,0,0,0,0,0,0,0,0,0
3425,Kung,Samir & Viktor,0.29,0.5820000000000001,198609,0.873,0.0,0.0863,-3.0460000000000003,1,0.0485,128.08700000000002,4,0.696,0,0,0,0,0,0,0,1,0,0,0,0
3426,Bäst,Oskar Linnros,0.243,0.696,228800,0.574,0.0235,0.0919,-8.092,1,0.0576,140.912,4,0.496,0,0,0,0,0,0,1,0,0,0,0,0
3427,Släpper allt,Linnea Henriksson,0.0103,0.6809999999999999,211967,0.87,3.34e-06,0.0838,-6.136,1,0.0651,112.02,4,0.506,0,0,0,0,0,0,0,0,0,1,0,0
3428,I Don't Love You (I'm Just Lonely),Junge Junge,0.0658,0.872,182606,0.763,0.000525,0.0926,-6.399,1,0.0495,118.96799999999999,4,0.8320000000000001,1,0,0,0,0,0,0,0,0,0,0,0
3429,Fri,Oskar Linnros,0.0589,0.763,246947,0.73,0.000401,0.0952,-6.587000000000001,0,0.0393,120.946,4,0.46799999999999997,0,0,0,1,0,0,0,0,0,0,0,0
3430,Jag trodde änglarna fanns,Kamferdrops,0.425,0.604,190463,0.892,0.00279,0.21100000000000002,-4.55,1,0.161,110.02600000000001,4,0.615,0,0,0,0,1,0,0,0,0,0,0,0
3431,GeGeGeGe,Oskar Linnros,0.395,0.639,221440,0.42200000000000004,0.00713,0.0796,-9.854,1,0.124,75.044,4,0.628,0,0,0,0,0,0,0,0,0,1,0,0
3432,Renegade,Axwell /\ Ingrosso,0.00518,0.66,191893,0.8320000000000001,0.00455,0.0776,-5.287000000000001,1,0.0752,120.00200000000001,4,0.529,1,0,0,0,0,0,0,0,0,0,0,0
3433,Old Point Bar,Thåström,0.0509,0.5589999999999999,224833,0.789,2.98e-06,0.145,-7.644,0,0.0898,119.86200000000001,4,0.235,0,0,0,0,0,0,0,0,0,0,0,1
3434,Good Times,Mando Diao,0.37799999999999995,0.836,215794,0.622,1.4300000000000002e-05,0.114,-5.1339999999999995,0,0.0713,106.00299999999999,4,0.349,0,0,0,0,0,0,0,0,0,1,0,0
3435,Good Life,FO&O,0.146,0.715,172040,0.7140000000000001,0.0,0.109,-6.9510000000000005,1,0.0411,106.98100000000001,4,0.511,0,1,0,0,0,0,0,0,0,0,0,0
3436,Cataleya - Spirello Remix,Jireel,0.0141,0.674,199779,0.747,0.0,0.36700000000000005,-6.522,0,0.12,80.01899999999999,4,0.633,0,0,1,0,0,0,0,0,0,0,0,0
3437,I Feel Alive,IMRI,0.29600000000000004,0.645,180480,0.669,0.0,0.0693,-6.33,0,0.0371,125.027,4,0.457,1,0,0,0,0,0,0,0,0,0,0,0
3438,Gravity,Hovig,0.0397,0.59,179961,0.727,0.0,0.107,-6.63,0,0.0851,74.997,4,0.721,0,0,0,0,0,0,0,0,0,0,1,0
3439,Running On Air,Nathan Trent,0.11199999999999999,0.715,168000,0.5429999999999999,0.0,0.228,-4.9719999999999995,1,0.0334,90.007,4,0.5379999999999999,0,0,0,0,0,0,0,0,0,1,0,0
3440,Hallucinations,R3HAB,0.0107,0.807,176066,0.59,0.00033,0.0697,-7.917999999999999,0,0.0483,122.015,4,0.506,0,0,0,0,0,1,0,0,0,0,0,0
3441,Origo - Eurovision Version,Pápai Joci,0.581,0.546,181133,0.7290000000000001,0.0,0.47700000000000004,-6.303,0,0.21899999999999997,108.212,4,0.452,0,0,0,0,0,0,0,0,0,1,0,0
3442,Do It for Your Lover - Eurovision 2017,Manel Navarro,0.0137,0.6609999999999999,182973,0.785,6.65e-06,0.12,-3.875,1,0.0532,169.922,4,0.8909999999999999,0,0,0,0,0,0,0,1,0,0,0,0
3443,MY FRIEND,Jacques Houdek,0.209,0.42,180217,0.654,8.18e-06,0.16899999999999998,-5.825,1,0.0492,137.958,4,0.302,1,0,0,0,0,0,0,0,0,0,0,0
3444,Never Give up on You,Lucie Jones,0.397,0.41,179948,0.37200000000000005,0.0,0.325,-8.181000000000001,1,0.0419,128.437,4,0.253,0,0,0,0,0,1,0,0,0,0,0,0
3445,Lights and Shadows,OG3NE,0.2,0.536,181324,0.728,0.0,0.141,-5.212999999999999,1,0.0545,95.84200000000001,4,0.503,0,0,0,0,0,0,1,0,0,0,0,0
3446,This Is Love,Demy,0.000356,0.54,180000,0.68,0.000254,0.11199999999999999,-7.851,0,0.0299,127.988,4,0.221,0,0,0,0,0,0,0,0,0,1,0,0
3447,Fly With Me,Artsvik,0.79,0.579,179134,0.8029999999999999,0.0582,0.0813,-4.893,0,0.14800000000000002,180.03,4,0.396,0,0,0,0,1,0,0,0,0,0,0,0
3448,Verona,Laura,0.0067,0.635,197538,0.728,3.06e-06,0.32799999999999996,-7.257000000000001,0,0.0284,110.93799999999999,4,0.33899999999999997,0,0,1,0,0,0,0,0,0,0,0,0
3449,Where I Am,Anja Nissen,0.0335,0.414,179751,0.779,3.09e-06,0.49200000000000005,-4.863,0,0.11599999999999999,181.855,4,0.6459999999999999,0,0,0,0,0,0,0,0,0,0,1,0
3450,Flashlight,Kasia Mos,0.0414,0.368,180550,0.6659999999999999,0.00159,0.33799999999999997,-7.346,1,0.0626,120.10700000000001,4,0.231,0,0,1,0,0,0,0,0,0,0,0,0
3451,Dying To Try,Brendan Murray,0.58,0.517,180162,0.483,0.0,0.10099999999999999,-7.18,0,0.03,82.01700000000001,3,0.195,0,0,0,0,0,1,0,0,0,0,0,0
3452,Requiem - Eurovision version,Alma,0.138,0.5479999999999999,180538,0.7829999999999999,0.0,0.14,-5.118,0,0.14300000000000002,108.26,4,0.461,0,0,0,0,0,0,0,0,0,0,0,1
3453,Requiem,Alma,0.48200000000000004,0.618,183613,0.669,0.0,0.0939,-5.053,0,0.0933,106.426,4,0.47200000000000003,0,0,0,0,0,0,0,0,0,0,0,1
3454,In Too Deep,Tijana Bogicevic,0.212,0.522,187735,0.6609999999999999,0.0,0.0956,-6.53,0,0.0445,135.934,4,0.475,0,0,0,0,1,0,0,0,0,0,0,0
3455,Paper,Svala,0.0107,0.631,180000,0.691,0.0,0.184,-5.382999999999999,0,0.0372,107.89,4,0.29100000000000004,0,0,1,0,0,0,0,0,0,0,0,0
3456,"Hey, Soul Sister",Train,0.203,0.674,216773,0.89,0.0,0.0819,-4.446000000000001,0,0.0459,97.02,4,0.737,0,1,0,0,0,0,0,0,0,0,0,0
3457,Som MJ (Beatörta),De Vet Du,0.0154,0.879,158560,0.47600000000000003,6.94e-05,0.166,-7.124,0,0.0378,91.973,4,0.578,0,0,0,0,0,0,0,0,0,0,0,1
3458,Words,Miriam Bryant,0.0855,0.594,186805,0.47700000000000004,2.8999999999999997e-05,0.18,-9.416,0,0.0477,101.926,4,0.5429999999999999,0,0,0,0,1,0,0,0,0,0,0,0
3459,Like It Like It,Marcus & Martinus,0.0433,0.723,175907,0.7490000000000001,0.0,0.33,-5.292000000000001,0,0.0869,119.89,4,0.777,0,0,0,0,0,1,0,0,0,0,0,0
3460,Hands,Mike Perry,0.0175,0.7190000000000001,167195,0.705,0.0,0.348,-5.0569999999999995,0,0.0444,100.03,4,0.599,1,0,0,0,0,0,0,0,0,0,0,0
3461,Somebody To Love,Anton Hagman,0.000371,0.625,204427,0.8440000000000001,4.27e-06,0.0762,-6.257000000000001,1,0.0754,94.97200000000001,4,0.33299999999999996,0,0,0,0,0,0,0,0,1,0,0,0
3462,Freddie,Mares,0.185,0.688,172400,0.7040000000000001,0.0,0.0834,-5.9910000000000005,1,0.0726,111.98899999999999,4,0.46799999999999997,0,0,0,0,0,0,0,0,0,1,0,0
3463,As Long As I Have To,Vargas & Lagola,0.18100000000000002,0.585,172286,0.7659999999999999,0.0,0.0546,-4.585,0,0.027999999999999997,140.002,4,0.629,0,0,0,1,0,0,0,0,0,0,0,0
