,Track Name,Artist,Position,Streams,URL,Date,Region
327006,When It Rains It Pours,Luke Combs,178,164977,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l,2017-08-15,us
327131,No Fear,DeJ Loaf,200,152420,https://open.spotify.com/track/2H881m3JRA8lpuuwaQL6zy,2017-08-15,us
327132,Friends (with BloodPop®),Justin Bieber,50,442169,https://open.spotify.com/track/7iNIg7XDEaYECfWD5dJ9Va,2017-08-17,us
328386,It Wasn't Me,Shaggy,188,160739,https://open.spotify.com/track/1lzr43nnXAijIGYnCT8M8H,2017-08-17,us
328429,Questions,Chris Brown,51,407975,https://open.spotify.com/track/5XQMr19TL7Mfksq9zihbOu,2017-08-18,us
329172,I Get The Bag (feat. Migos),Gucci Mane,65,317037,https://open.spotify.com/track/1HTtUBEY3tuw2btgwwI2Ja,2017-08-18,us
329508,Younger Now,Miley Cyrus,68,315285,https://open.spotify.com/track/0B48113ZG9UfkWWt7qD9xX,2017-08-18,us
329606,Grave,Thomas Rhett,77,294811,https://open.spotify.com/track/6hOXZU0LaHatd55NMohYdk,2017-08-18,us
329608,Roll In Peace (feat. XXXTENTACION),Kodak Black,122,226236,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI,2017-08-18,us
329754,Trap And A Dream,A$AP Ferg,170,180202,https://open.spotify.com/track/7gbs274CmEorDmQuOYzaud,2017-08-18,us
329755,Reggaetón Lento (Remix),CNCO,173,178830,https://open.spotify.com/track/3zoYkqS4y2BsGVShPL2nTE,2017-08-18,us
330602,Cross My Mind Pt. 2 (feat. Kiiara),A R I Z O N A,178,176869,https://open.spotify.com/track/6JsfvqClYnc2R5yZ67C2ch,2017-08-18,us
330604,Dreams,ZHU,185,170557,https://open.spotify.com/track/66MGk6BwVMx5O1TJqDAX4Y,2017-08-18,us
330605,Boss,Lil Pump,189,169200,https://open.spotify.com/track/4CHp6dRZTeFAu4bSOxfH7Y,2017-08-18,us
330719,D Rose,Lil Pump,199,163524,https://open.spotify.com/track/3CbZJbqh43varroTwUlwSB,2017-08-18,us
330806,Built My Legacy (feat. Offset),Kodak Black,110,231044,https://open.spotify.com/track/7Jd3almoehzurMOYuy2eIE,2017-08-19,us
330812,Versatile,Kodak Black,185,160068,https://open.spotify.com/track/5R0gQ30puwU1ffBH6ccEwq,2017-08-19,us
330813,Get to the Money,Chad Focus,188,158700,https://open.spotify.com/track/4GFYhFM3OfFjyt1U0DaCVT,2017-08-19,us
330818,Total Eclipse of The Heart,Bonnie Tyler,63,302026,https://open.spotify.com/track/4McRlwqJQIERlJFiJEgbP0,2017-08-21,us
330821,Radioactive,Imagine Dragons,169,178307,https://open.spotify.com/track/6Ep6BzIOB9tz3P4sWqiiAB,2017-08-24,us
330877,Bonita,J Balvin,199,158543,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v,2017-08-24,us
331320,Look What You Made Me Do,Taylor Swift,1,3828478,https://open.spotify.com/track/2VjtYe7gpfUi2OkGxR2O2z,2017-08-25,us
332398,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,4,1232419,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc,2017-08-25,us
332687,Sauce It Up,Lil Uzi Vert,6,1051878,https://open.spotify.com/track/1uL78kFWxhz3umTMWJu8n5,2017-08-25,us
332826,444+222,Lil Uzi Vert,7,1025561,https://open.spotify.com/track/1QgTBfRN5m81a5K01qens6,2017-08-25,us
332870,Two®,Lil Uzi Vert,9,997179,https://open.spotify.com/track/65kp3OFn7JXbCvkm3m2Ui2,2017-08-25,us
332888,Jocelyn Flores,XXXTENTACION,13,905112,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,2017-08-25,us
333842,Fuck Love (feat. Trippie Redd),XXXTENTACION,17,868118,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,2017-08-25,us
334201,For Real,Lil Uzi Vert,19,821064,https://open.spotify.com/track/3tcoEYOZUHKB3RKNByIN13,2017-08-25,us
334220,X,Lil Uzi Vert,22,804992,https://open.spotify.com/track/5tRmoZRoupvMYPV1oezFrH,2017-08-25,us
334269,No Sleep Leak,Lil Uzi Vert,24,790005,https://open.spotify.com/track/0QV16pno66L6K3fn4W13b7,2017-08-25,us
334284,UnFazed (feat. The Weeknd),Lil Uzi Vert,27,749551,https://open.spotify.com/track/5O8x1YlmLQopQHErxtDfi9,2017-08-25,us
334311,Everybody Dies In Their Nightmares,XXXTENTACION,28,739213,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7,2017-08-25,us
334703,Feelings Mutual,Lil Uzi Vert,32,683398,https://open.spotify.com/track/5Y3Tj0wJhKAaPbwWxXxZGS,2017-08-25,us
334717,Neon Guts (feat. Pharrell Williams),Lil Uzi Vert,34,676305,https://open.spotify.com/track/1MJErNPIQUoEMu4YUUmecm,2017-08-25,us
334758,Revenge,XXXTENTACION,37,664009,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW,2017-08-25,us
334907,Depression & Obsession,XXXTENTACION,38,643291,https://open.spotify.com/track/2H3wWrnO758y0fPH7Ilerg,2017-08-25,us
334971,Pretty Mami,Lil Uzi Vert,42,616805,https://open.spotify.com/track/14nAQy3fHVzDb7LKxpS7Ld,2017-08-25,us
334983,Save Me,XXXTENTACION,48,584202,https://open.spotify.com/track/2UwbhMie1EAYuTZ0QXeMwl,2017-08-25,us
335031,Dark Queen,Lil Uzi Vert,49,583583,https://open.spotify.com/track/2ZdCrBA52bb4pIG3tOOZiQ,2017-08-25,us
335086,Carry On,XXXTENTACION,50,571560,https://open.spotify.com/track/2yZax79pOrYuyIFVW2cZY2,2017-08-25,us
335163,How To Talk,Lil Uzi Vert,52,560059,https://open.spotify.com/track/0ro5QCkSCtbfhMHnvMase3,2017-08-25,us
335171,Early 20 Rager,Lil Uzi Vert,63,513010,https://open.spotify.com/track/2O1qYJTA2BI5ypFFqEZhh4,2017-08-25,us
335178,Malfunction,Lil Uzi Vert,64,512919,https://open.spotify.com/track/57nQyFocXZrKvWg5ZPYSoG,2017-08-25,us
335185,Orlando,XXXTENTACION,66,495131,https://open.spotify.com/track/05bnEv2dpFzmGVLGdjD9UP,2017-08-25,us
335220,The Explanation,XXXTENTACION,67,492113,https://open.spotify.com/track/0VJYhKhrHgJ7fgjGaC2k07,2017-08-25,us
335232,Dead Inside (Interlude),XXXTENTACION,71,485985,https://open.spotify.com/track/2vQwlW8H1jFveGNXwZfJCV,2017-08-25,us
335257,Ayala (Outro),XXXTENTACION,80,410553,https://open.spotify.com/track/5xbrhx2tMMcN68IT3cJbhS,2017-08-25,us
335275,Tell Me You Love Me,Demi Lovato,82,383049,https://open.spotify.com/track/65MOTX6uSFAnqXl7dlAuId,2017-08-25,us
335456,He Like That,Fifth Harmony,83,382077,https://open.spotify.com/track/0m2orA1i5lLZUOt9XLwSd0,2017-08-25,us
335545,Please Shut Up,A$AP Mob,90,350923,https://open.spotify.com/track/3LyNsopPP3hXf8bZBE7cDk,2017-08-25,us
335547,Sky Walker,Miguel,93,334654,https://open.spotify.com/track/1DRW9bQzt2SE8f7H4KJZyL,2017-08-25,us
335770,Walk On Water,Thirty Seconds To Mars,101,320518,https://open.spotify.com/track/4U9arGcc4ATa7shChhLQP0,2017-08-25,us
335816,Perry Aye,A$AP Mob,102,318711,https://open.spotify.com/track/0PDwNx6GrHc5sRVy6Hc7GP,2017-08-25,us
335818,Blowin' Minds (Skateboard),A$AP Mob,121,275976,https://open.spotify.com/track/3FUP0gYxsivCHzWzu8uUGw,2017-08-25,us
335820,Walk On Water,A$AP Mob,122,275469,https://open.spotify.com/track/0WQcnrsEqrY2e5nexGe3HX,2017-08-25,us
335822,No Flag,London On Da Track,131,264948,https://open.spotify.com/track/1tyjWMMINb9S0YBynTvJ7s,2017-08-25,us
335829,Feels So Good,A$AP Mob,137,260831,https://open.spotify.com/track/28mIIBZt0jAe8k9g52NOsX,2017-08-25,us
335831,Frat Rules,A$AP Mob,154,240050,https://open.spotify.com/track/0RyA3o15NOLJYtm9NlDu5c,2017-08-25,us
335833,Light It Up,Luke Bryan,157,236679,https://open.spotify.com/track/6znSbsDDFdBZaiucjUGaWy,2017-08-25,us
335835,Bahamas,A$AP Mob,162,230697,https://open.spotify.com/track/3OTMcouJxgNYYwuLsQ4Qw6,2017-08-25,us
335836,Get The Bag,A$AP Mob,168,221410,https://open.spotify.com/track/2AyyImkxFBEhfPmIe46Ppl,2017-08-25,us
335837,Black Card,A$AP Mob,177,210981,https://open.spotify.com/track/7yIxGTsByzEpbxmZtyP6rO,2017-08-25,us
335838,BYF,A$AP Mob,186,202681,https://open.spotify.com/track/6g5exlGGjNqJwIK6OQoolD,2017-08-25,us
335839,Written in the Sand,Old Dominion,188,201574,https://open.spotify.com/track/2A69wys3S9uiPSmn6UZWJn,2017-08-25,us
335840,FYBR (First Year Being Rich),A$AP Mob,189,201300,https://open.spotify.com/track/1jNrotshHZUS2wj7MU6Lw9,2017-08-25,us
335841,Plain Jane,A$AP Ferg,166,204283,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9,2017-08-26,us
336203,Get You (feat. Kali Uchis),Daniel Caesar,175,197228,https://open.spotify.com/track/7zFXmv6vqI4qOt4yGf3jYZ,2017-08-26,us
336210,Money Team,Friyie,166,173792,https://open.spotify.com/track/3qpCDnqnikzjra9AeifPdt,2017-08-27,us
336211,Provider,Frank Ocean,141,231141,https://open.spotify.com/track/6R6ihJhRbgu7JxJKIbW57w,2017-08-28,us
336237,What Lovers Do (feat. SZA),Maroon 5,168,204070,https://open.spotify.com/track/4mxWSdf71VFO52qFeY0fZt,2017-08-30,us
337412,If I'm Lucky,Jason Derulo,72,360438,https://open.spotify.com/track/6eUncuJutsFi9BGO1JaBHh,2017-09-01,us
338006,So Am I (feat. Damian Marley & Skrillex),Ty Dolla $ign,124,265297,https://open.spotify.com/track/26K4tbF6waeJzo11e3JDo8,2017-09-01,us
338008,Life Changes,Thomas Rhett,150,238180,https://open.spotify.com/track/3ddGkOciDpBIKYO5V2GY4N,2017-09-01,us
338016,Girls On Boys,Galantis,177,206875,https://open.spotify.com/track/2ODKShrWcNSyoqqCWHzuzR,2017-09-01,us
338027,Tu Sabes Que Te Quiero,Chucho Flash,153,202909,https://open.spotify.com/track/2Es3LsoQwFJNfpQYRWxfS9,2017-09-02,us
338050,Love Scars,Trippie Redd,157,200426,https://open.spotify.com/track/0AICBlLzFCTpUqmAbtzB2z,2017-09-02,us
338157,"Get to the Money (feat. Troyse, Cito G & Flames)",Chad Focus,199,169151,https://open.spotify.com/track/4WmvfnGUjIkJuKdaT0D3He,2017-09-02,us
338162,Gucci Gang,Lil Pump,191,162075,https://open.spotify.com/track/6foxplXS0YEq8cO374Lty4,2017-09-03,us
339030,Instruction (feat. Demi Lovato & Stefflon Don),Jax Jones,197,161217,https://open.spotify.com/track/0XfOi87h82i09rQjWYG0Bm,2017-09-04,us
339586,Dusk Till Dawn - Radio Edit,ZAYN,177,192841,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv,2017-09-07,us
340708,Idfc,blackbear,191,180744,https://open.spotify.com/track/6y6jbcPG4Yn3Du4moXaenr,2017-09-07,us
340721,Too Good At Goodbyes - Edit,Sam Smith,2,1423261,https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y,2017-09-08,us
341207,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,49,489617,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y,2017-09-08,us
342161,Leave Right Now,Thomas Rhett,54,465021,https://open.spotify.com/track/4bhQq99HRP0whXut7pM5vV,2017-09-08,us
342169,Falls (feat. Sasha Sloan),ODESZA,79,323292,https://open.spotify.com/track/4v0H0JBon5WDXAAQMJU9re,2017-09-08,us
342173,Love So Soft,Kelly Clarkson,81,317868,https://open.spotify.com/track/0o7glLPfZgns8ZF14Wlpf7,2017-09-08,us
342177,Disco Tits,Tove Lo,89,308874,https://open.spotify.com/track/2h9L3U6h3jnfOpIAj8E86H,2017-09-08,us
342200,Love (feat. Rae Sremmurd),ILoveMakonnen,112,264594,https://open.spotify.com/track/5rnFOEEIBIWZ6dhHrY6zHh,2017-09-08,us
342202,Marry Me,Thomas Rhett,134,243742,https://open.spotify.com/track/4Io3yZB2oI5KrGLP1REVG1,2017-09-08,us
342228,You Don't Do It For Me Anymore,Demi Lovato,141,237230,https://open.spotify.com/track/4I39irD0xSyfRA099AsWow,2017-09-08,us
342237,Up All Night,Beck,161,218038,https://open.spotify.com/track/6Z884oSfliz0mKqTJTXrwb,2017-09-08,us
342238,When You Look Like That,Thomas Rhett,166,209331,https://open.spotify.com/track/1B5JR28jIRSnB7aARKXi9e,2017-09-08,us
342239,Drink A Little Beer,Thomas Rhett,167,208332,https://open.spotify.com/track/3LHjFFyNfrISLdf10Kydfx,2017-09-08,us
342240,Sweetheart,Thomas Rhett,189,194062,https://open.spotify.com/track/64FbYbMPiW3XgjKsyhzReM,2017-09-08,us
342241,I'll Name the Dogs,Blake Shelton,192,191450,https://open.spotify.com/track/2n5ZD87XQ2yvIxGjoYbUmZ,2017-09-08,us
342242,Smooth Like The Summer,Thomas Rhett,195,190755,https://open.spotify.com/track/3KDMsszN0MV7mQcV6kbysN,2017-09-08,us
342243,Too Good At Goodbyes,Sam Smith,4,1207553,https://open.spotify.com/track/7oAraczbemGSNWqnbkU87R,2017-09-09,us
342873,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,156,198595,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn,2017-09-09,us
343548,Crew REMIX,GoldLink,173,181191,https://open.spotify.com/track/5geeTRRcsIg0MS5TvtBtHU,2017-09-09,us
343556,Curve (feat. The Weeknd),Gucci Mane,103,273200,https://open.spotify.com/track/1tp1xMJ1uaOktksskS0Fzs,2017-09-14,us
343661,rockstar,Post Malone,2,1551995,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx,2017-09-15,us
344709,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",Lorde,32,623761,https://open.spotify.com/track/7rdUtXasA973gmrr2Xxh3E,2017-09-15,us
345039,Too Much To Ask,Niall Horan,35,594533,https://open.spotify.com/track/2NkbRmygVirMQFCjSkyY7Q,2017-09-15,us
345733,Arrows,Foo Fighters,131,248172,https://open.spotify.com/track/6JSryEdVJTZq6YBn3wK2sn,2017-09-15,us
345743,You Could Be,R3HAB,148,227222,https://open.spotify.com/track/1hPfhLeUCo1ltQLXjYkhp4,2017-09-15,us
345745,Find You,Nick Jonas,171,207636,https://open.spotify.com/track/6Ll3qUTssdGWMxbwhMud2N,2017-09-15,us
345752,I Fall Apart,Post Malone,191,189087,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,2017-09-15,us
346459,Mistakes,Tove Styrke,200,185163,https://open.spotify.com/track/0sZfuG1rArPovx9CdZ40vZ,2017-09-15,us
346510,Pills & Automobiles,Chris Brown,200,168687,https://open.spotify.com/track/4YkwUfWSIxdKNLDXw0caFO,2017-09-16,us
346633,DNA,BTS,72,323857,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH,2017-09-18,us
346793,Best Of Me,BTS,98,270604,https://open.spotify.com/track/2tdq0CeAGSfhI2l4Gwkvgx,2017-09-18,us
346810,dimple,BTS,113,246619,https://open.spotify.com/track/3ryjLm3oupIjJFGc39naNi,2017-09-18,us
346820,Pied Piper,BTS,126,235092,https://open.spotify.com/track/0ffweDHrg4bZqdG4IfGYuo,2017-09-18,us
346828,MIC Drop,BTS,137,223287,https://open.spotify.com/track/2SYa5Lx1uoCvyDIW4oee9b,2017-09-18,us
346834,Go Go,BTS,146,217601,https://open.spotify.com/track/5nq1uTNIR1cBR72T87viS0,2017-09-18,us
346845,Bust Down,Trippie Redd,189,180667,https://open.spotify.com/track/4UdzNCjI27SvzXvV1m0CKM,2017-09-18,us
346911,No Option,Post Malone,191,177506,https://open.spotify.com/track/6M0IsaUX4GNyto4niSegfI,2017-09-18,us
347119,Outro: Her,BTS,193,176630,https://open.spotify.com/track/3l8yQMdniG6Os8gUBNXV57,2017-09-18,us
347121,Beast Mode (feat. PnB Rock & YoungBoy Never Broke Again),A Boogie Wit da Hoodie,196,174823,https://open.spotify.com/track/7uoMPWQIGU8wwrPrc94x1m,2017-09-18,us
347153,September,"Earth, Wind & Fire",125,244734,https://open.spotify.com/track/1mqlc0vEP9mU1kZgTi6LIQ,2017-09-21,us
347408,I Just Can't,R3HAB,157,211734,https://open.spotify.com/track/3gfmFoJgmn9LiIj5mV8oSS,2017-09-21,us
347555,A Different Way (with Lauv),DJ Snake,69,367991,https://open.spotify.com/track/0Wv5wuenRLI3BcwgT3HPIP,2017-09-22,us
348096,Shooters,Tory Lanez,122,254769,https://open.spotify.com/track/3WNx4pJLzQgYapuBWS4mUG,2017-09-22,us
348104,Say A',A Boogie Wit da Hoodie,130,246899,https://open.spotify.com/track/7yeNCRqvnoAskALhUuSxwi,2017-09-22,us
348160,This Town,Kygo,148,233547,https://open.spotify.com/track/4aSfgWmRa9KsISD4Jmx7QB,2017-09-22,us
348173,Again,Noah Cyrus,155,226469,https://open.spotify.com/track/2S2od3hT7ceytw7d1pTRuE,2017-09-22,us
348215,Stargazing,Kygo,160,220670,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP,2017-09-22,us
349069,One Foot,WALK THE MOON,162,217921,https://open.spotify.com/track/3yWsWi2PAo9s6elIhnywIS,2017-09-22,us
349074,Liger,Young Thug,170,213185,https://open.spotify.com/track/0JHiunLNuecyqiKzL6nTOn,2017-09-22,us
349075,Let You Down,NF,185,199594,https://open.spotify.com/track/3gWu8y0TKCIdy2mpTqVnTl,2017-09-22,us
349905,Hi Bich,Bhad Bhabie,196,192643,https://open.spotify.com/track/5JW8njiQorZ7m2VHYddTt6,2017-09-22,us
349906,Greatest Love Story,LANCO,171,188583,https://open.spotify.com/track/0kdiUZDcLIFw0Buo9r0Q4z,2017-09-25,us
349983,Too Hotty,Quality Control,186,181088,https://open.spotify.com/track/6rcKz2VYbcaHJ0qSXucR56,2017-09-26,us
349986,New Freezer (feat. Kendrick Lamar),Rich The Kid,167,201182,https://open.spotify.com/track/4pYZLpX23Vx8rwDpJCpPTA,2017-09-27,us
350091,Mi Gente (feat. Beyoncé),J Balvin,8,941957,https://open.spotify.com/track/7fwXWKdDNI5IutOMc5OKYw,2017-09-29,us
350812,Undefeated (feat. 21 Savage),A Boogie Wit da Hoodie,87,315340,https://open.spotify.com/track/2vaMWMPMgsWX4fwJiKmdWm,2017-09-29,us
350864,I Would Die For You,Miley Cyrus,102,288185,https://open.spotify.com/track/39vly7Z4VLImfggnEDEUzf,2017-09-29,us
350865,Ruin The Friendship,Demi Lovato,105,285168,https://open.spotify.com/track/4iyH6JZBZjk3htdJdZ6r51,2017-09-29,us
350872,Damage,PARTYNEXTDOOR,147,235425,https://open.spotify.com/track/4Z22Uz5JhtWbkmzojNcdPr,2017-09-29,us
350873,ILL NANA (feat. Trippie Redd),DRAM,148,235240,https://open.spotify.com/track/6vAPPcbTWRvRiDCW2n3lw5,2017-09-29,us
350879,No Comparison,A Boogie Wit da Hoodie,159,226502,https://open.spotify.com/track/32aQ7oWlgpbEQyeZhvAmzC,2017-09-29,us
350882,Week Without You,Miley Cyrus,171,216198,https://open.spotify.com/track/07G5C1wAil4Mp1qjbd3eTR,2017-09-29,us
350883,Beautiful Trauma,P!nk,180,205795,https://open.spotify.com/track/1ipE3bBLWeLkIvxWUaxpSu,2017-09-29,us
351038,Skrt Skrt,Tory Lanez,187,203276,https://open.spotify.com/track/3sbF8yG9zzFftk9xN5PNiq,2017-09-29,us
351040,Unhappy,A Boogie Wit da Hoodie,193,198392,https://open.spotify.com/track/1iu3UTLNy436K7S8KVOdjS,2017-09-29,us
351041,Rainbowland,Miley Cyrus,196,196788,https://open.spotify.com/track/6fdVBAXMxv5vAABQCpOtI5,2017-09-29,us
351042,Bad Mood,Miley Cyrus,199,194345,https://open.spotify.com/track/6x6cpNDnIpqtaNcXIcGkUs,2017-09-29,us
351043,OK (feat. Lil Pump),Smokepurpp,182,185208,https://open.spotify.com/track/1qqUbppZlkztP57L3ERNyF,2017-09-30,us
351046,Mr. Brightside,The Killers,186,181604,https://open.spotify.com/track/7oK9VyNzrYvRFo7nQEYkWN,2017-09-30,us
351812,Free Fallin',Tom Petty,92,274788,https://open.spotify.com/track/5tVA6TkbaAH9QMITTQRrNv,2017-10-02,us
351833,American Girl,Tom Petty and the Heartbreakers,110,243520,https://open.spotify.com/track/7MRyJPksH3G2cXHN8UKYzP,2017-10-02,us
351840,Runnin' Down A Dream,Tom Petty,129,225071,https://open.spotify.com/track/6rdEEYHsLavlklAypD5cre,2017-10-02,us
351848,Mary Jane's Last Dance,Tom Petty and the Heartbreakers,163,198384,https://open.spotify.com/track/5xS9hkTGfxqXyxX6wWWTt4,2017-10-02,us
351853,I Won't Back Down,Tom Petty,168,192562,https://open.spotify.com/track/7gSQv1OHpkIoAdUiRLdmI6,2017-10-02,us
351863,No Promises,A Boogie Wit da Hoodie,190,179463,https://open.spotify.com/track/2BJpuAoDeQ1QuPvnryfAWK,2017-10-02,us
351864,Breakdown,Tom Petty and the Heartbreakers,194,178317,https://open.spotify.com/track/5x53pbGk6sbl1BGom19QQ5,2017-10-02,us
351868,Learning To Fly,Tom Petty and the Heartbreakers,46,491541,https://open.spotify.com/track/17S4XrLvF5jlGvGCJHgF51,2017-10-03,us
351872,You Don't Know How It Feels,Tom Petty,55,435188,https://open.spotify.com/track/7MooGz4ZPE4bNxjFegR6Jx,2017-10-03,us
351875,You Wreck Me,Tom Petty,59,420828,https://open.spotify.com/track/0YkbYk24ODhuewb79zZZzM,2017-10-03,us
351878,Don't Do Me Like That,Tom Petty and the Heartbreakers,63,407929,https://open.spotify.com/track/5AzpZ5ADn1AFPxcEBd2Ugf,2017-10-03,us
351881,Wildflowers,Tom Petty,64,403826,https://open.spotify.com/track/2Pr1nZpt8A8WP7QYpyq6L3,2017-10-03,us
351884,Refugee,Tom Petty and the Heartbreakers,65,403155,https://open.spotify.com/track/4mcZYzoGwPRDdhWVlygiHf,2017-10-03,us
351886,Listen To Her Heart,Tom Petty and the Heartbreakers,85,339523,https://open.spotify.com/track/2iW5uc25ziGLlNMqdhFJad,2017-10-03,us
351888,Time To Move On,Tom Petty,86,338190,https://open.spotify.com/track/20dt11ZTAtjsfcNJLP9u30,2017-10-03,us
351890,The Waiting,Tom Petty and the Heartbreakers,104,292894,https://open.spotify.com/track/4ZA0EXmjnZIYguEMf0Mc88,2017-10-03,us
351891,Here Comes My Girl,Tom Petty and the Heartbreakers,108,289798,https://open.spotify.com/track/685sEpLJe80Zzuxz3siOVT,2017-10-03,us
351892,I Need To Know,Tom Petty and the Heartbreakers,118,270533,https://open.spotify.com/track/6s4OFjoMBQe0FySAebGofG,2017-10-03,us
351893,Into The Great Wide Open,Tom Petty and the Heartbreakers,123,260643,https://open.spotify.com/track/63xBnyUVKIupzjHno4wFs3,2017-10-03,us
351895,Anything That's Rock 'N' Roll,Tom Petty and the Heartbreakers,127,250854,https://open.spotify.com/track/2AX3BnBmNwR2lHZhkKvmXJ,2017-10-03,us
351896,Don't Come Around Here No More,Tom Petty and the Heartbreakers,135,238799,https://open.spotify.com/track/3BSoskNONnjn05yRO2tYFX,2017-10-03,us
351897,Even The Losers,Tom Petty and the Heartbreakers,140,235171,https://open.spotify.com/track/7hZsWfJ06UxsIz9mo6NexI,2017-10-03,us
351898,It's Good To Be King,Tom Petty,145,232905,https://open.spotify.com/track/1c0flvMImhKMuiZIc0VzEb,2017-10-03,us
351899,You Got Lucky,Tom Petty and the Heartbreakers,154,226008,https://open.spotify.com/track/5eMZ3EPIMGoWlrrVhxatdv,2017-10-03,us
351900,Stop Draggin' My Heart Around (with Tom Petty & The Heartbreakers) - Remastered,Stevie Nicks,194,192684,https://open.spotify.com/track/66LhCsc06aTa2Ig7iYPDSP,2017-10-03,us
351901,Ill Nana (feat. Trippie Redd),DRAM,199,184355,https://open.spotify.com/track/3V6c2SccJOuAez9YbpALf8,2017-10-05,us
351902,Pray,Sam Smith,31,574385,https://open.spotify.com/track/0D8ZpOXVjapLXrjz5VfZSD,2017-10-06,us
352290,How Long,Charlie Puth,50,462209,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi,2017-10-06,us
353086,Help Me Out (with Julia Michaels),Maroon 5,70,389509,https://open.spotify.com/track/2uSLx5uwRIhiA3sJJraNqX,2017-10-06,us
353168,What U Sayin' (feat. Smokepurpp),Lil Pump,79,362764,https://open.spotify.com/track/4at9j7aC7FvDlsllpOvsAC,2017-10-06,us
353170,Crazy,Lil Pump,82,346463,https://open.spotify.com/track/1iDPB2WNsGEWuKycQyDGn6,2017-10-06,us
353174,Molly,Lil Pump,89,334207,https://open.spotify.com/track/3uFmweGlFudKNiX13XFwFm,2017-10-06,us
353190,Easy Love,Lauv,94,323697,https://open.spotify.com/track/2ZE3DJuizYTad2S4CvRRhK,2017-10-06,us
353242,Youngest Flexer (feat. Gucci Mane),Lil Pump,97,321392,https://open.spotify.com/track/0cMnwk12QE2GIvKEkgTfpF,2017-10-06,us
353244,Almost Like Praying (feat. Artists for Puerto Rico),Lin-Manuel Miranda,105,299656,https://open.spotify.com/track/3dskm5fAe8OkBtM9E0VVWx,2017-10-06,us
353245,Smoke My Dope (feat. Smokepurpp),Lil Pump,109,292626,https://open.spotify.com/track/6ox6GMJt3WP2QghksDa6UO,2017-10-06,us
353246,Iced Out (feat. 2 Chainz),Lil Pump,117,274481,https://open.spotify.com/track/1c5Lbn9mYwNYbnNiizw6D0,2017-10-06,us
353250,Whitney (feat. Chief Keef),Lil Pump,126,266430,https://open.spotify.com/track/2GS2KrTRKQKeK4zYW4k9V2,2017-10-06,us
353251,Ex (feat. YG),Ty Dolla $ign,143,244147,https://open.spotify.com/track/25wStx3LyTjYmHTd3RDu0t,2017-10-06,us
353260,At the Door,Lil Pump,146,240730,https://open.spotify.com/track/5hgV20vlhTYssC1lV23QTm,2017-10-06,us
353261,Dear Hate,Maren Morris,147,240548,https://open.spotify.com/track/7zOoHxDt1duHL8czY7o7ab,2017-10-06,us
353262,Foreign,Lil Pump,171,222020,https://open.spotify.com/track/4Bs3e4nbpa6bxNhuQfT6Ge,2017-10-06,us
353263,10 Feet Down,NF,180,215199,https://open.spotify.com/track/4fI5Ea4TThfaEGJszi3eH9,2017-10-06,us
353264,Blue Pill,Metro Boomin,183,213981,https://open.spotify.com/track/6SKYMNROdeh9V601G6pPn5,2017-10-06,us
353273,Live Up To My Name,Baka Not Nice,163,195195,https://open.spotify.com/track/61mnlyQlnPuq1GEX0LxIWh,2017-10-09,us
353277,Under The Bridge,Red Hot Chili Peppers,163,207181,https://open.spotify.com/track/3d9DChrdc6BOeFsbrZ3Is0,2017-10-12,us
353290,Riptide,Vance Joy,179,190530,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm,2017-10-12,us
353806,Enormous (feat. Ty Dolla $ign),Gucci Mane,72,353811,https://open.spotify.com/track/17HlhTU351nr8MncIGppDk,2017-10-13,us
353812,Feels Great (feat. Fetty Wap & CVBZ),Cheat Codes,78,332358,https://open.spotify.com/track/5uu28fUesZMl89lf9CLrgN,2017-10-13,us
354001,playboy shit (feat. lil aaron),blackbear,86,313085,https://open.spotify.com/track/031QO44Ql8D7D3ePdI7fkg,2017-10-13,us
354002,Deserve (feat. Travis Scott),Kris Wu,88,311593,https://open.spotify.com/track/5075foWfaIxJZr3hGMopXO,2017-10-13,us
